,site_id,latitude,longitude,elevation_in_meters,state,species_id,genus,species,common_name,kingdom,individual_id,phenophase_id,phenophase_description,first_yes_year,first_yes_month,first_yes_day,first_yes_doy,first_yes_julian_date,numdays_since_prior_no,last_yes_year,last_yes_month,last_yes_day,last_yes_doy,last_yes_julian_date,numdays_until_next_no
581,31362,35.616035,-82.563438,636,NC,3,Acer,rubrum,red maple,Plantae,172241,483,Leaves,2018,9,10,253,2458372,-9999,2018,11,19,323,2458442,14
582,31362,35.616035,-82.563438,636,NC,3,Acer,rubrum,red maple,Plantae,172266,483,Leaves,2018,9,10,253,2458372,-9999,2018,11,19,323,2458442,14
583,31410,36.213821,-81.68174,970,NC,3,Acer,rubrum,red maple,Plantae,172385,483,Leaves,2018,8,28,240,2458359,-9999,2018,11,27,331,2458450,10
584,31410,36.213821,-81.68174,970,NC,3,Acer,rubrum,red maple,Plantae,172386,483,Leaves,2018,8,28,240,2458359,-9999,2018,11,27,331,2458450,10
585,31410,36.213821,-81.68174,970,NC,3,Acer,rubrum,red maple,Plantae,172387,483,Leaves,2018,8,28,240,2458359,-9999,2018,11,16,320,2458439,4
586,31410,36.213821,-81.68174,970,NC,3,Acer,rubrum,red maple,Plantae,172388,483,Leaves,2018,8,28,240,2458359,-9999,2018,11,16,320,2458439,4
587,31410,36.213821,-81.68174,970,NC,3,Acer,rubrum,red maple,Plantae,172389,483,Leaves,2018,8,28,240,2458359,-9999,2018,11,20,324,2458443,7
588,31420,40.405525,-104.696106,1455,CO,3,Acer,rubrum,red maple,Plantae,172448,483,Leaves,2018,9,7,250,2458369,-9999,2018,9,28,271,2458390,38
589,31420,40.405525,-104.696106,1455,CO,3,Acer,rubrum,red maple,Plantae,172449,483,Leaves,2018,9,10,253,2458372,-9999,2018,9,28,271,2458390,-9999
590,31522,37.239365,-80.459732,598,VA,3,Acer,rubrum,red maple,Plantae,172749,483,Leaves,2018,9,5,248,2458367,-9999,2018,11,14,318,2458437,-9999
591,31524,37.229572,-80.41394,633,VA,3,Acer,rubrum,red maple,Plantae,172755,483,Leaves,2018,9,5,248,2458367,-9999,2018,11,13,317,2458436,-9999
592,31475,37.218235,-80.425735,622,VA,3,Acer,rubrum,red maple,Plantae,172762,483,Leaves,2018,9,24,267,2458386,-9999,2018,11,15,319,2458438,-9999
593,31565,35.853863,-89.546532,151,TN,3,Acer,rubrum,red maple,Plantae,172952,483,Leaves,2018,9,9,252,2458371,-9999,2018,9,9,252,2458371,-9999
594,31524,37.229572,-80.41394,633,VA,3,Acer,rubrum,red maple,Plantae,172991,483,Leaves,2018,9,17,260,2458379,-9999,2018,11,16,320,2458439,-9999
595,31582,38.046703,-81.113167,565,WV,3,Acer,rubrum,red maple,Plantae,173028,483,Leaves,2018,10,3,276,2458395,-9999,2018,11,7,311,2458430,-9999
596,31586,38.044937,-81.113472,570,WV,3,Acer,rubrum,red maple,Plantae,173041,483,Leaves,2018,10,3,276,2458395,-9999,2018,11,7,311,2458430,-9999
597,31587,37.227047,-80.420494,624,VA,3,Acer,rubrum,red maple,Plantae,173044,483,Leaves,2018,9,20,263,2458382,-9999,2018,11,12,316,2458435,14
598,31588,38.046703,-81.113167,565,WV,3,Acer,rubrum,red maple,Plantae,173054,483,Leaves,2018,10,12,285,2458404,-9999,2018,10,12,285,2458404,-9999
599,31590,33.78989,-117.858597,565,CA,3,Acer,rubrum,red maple,Plantae,173067,483,Leaves,2018,10,9,282,2458401,-9999,2018,11,29,333,2458452,-9999
600,31593,38.046703,-81.113167,565,WV,3,Acer,rubrum,red maple,Plantae,173078,483,Leaves,2018,8,7,219,2458338,-9999,2018,11,29,333,2458452,-9999
601,31601,37.22731,-80.427277,618,VA,3,Acer,rubrum,red maple,Plantae,173104,483,Leaves,2018,8,11,223,2458342,-9999,2018,11,5,309,2458428,-9999
602,31602,37.229721,-80.429527,629,VA,3,Acer,rubrum,red maple,Plantae,173107,483,Leaves,2018,10,4,277,2458396,-9999,2018,10,23,296,2458415,-9999
603,31603,37.227734,-80.427315,618,VA,3,Acer,rubrum,red maple,Plantae,173108,483,Leaves,2018,9,18,261,2458380,-9999,2018,11,11,315,2458434,3
604,31606,37.226856,-80.426956,619,VA,3,Acer,rubrum,red maple,Plantae,173132,483,Leaves,2018,9,18,261,2458380,-9999,2018,10,23,296,2458415,-9999
605,31609,38.046703,-81.113167,565,WV,3,Acer,rubrum,red maple,Plantae,173143,483,Leaves,2018,10,3,276,2458395,-9999,2018,10,23,296,2458415,15
606,31594,38.046703,-81.113167,565,WV,3,Acer,rubrum,red maple,Plantae,173222,483,Leaves,2018,10,12,285,2458404,3,2018,10,12,285,2458404,18
607,31589,38.046703,-81.113167,565,WV,3,Acer,rubrum,red maple,Plantae,173225,483,Leaves,2018,10,20,293,2458412,-9999,2018,11,7,311,2458430,22
608,31420,40.405525,-104.696106,1455,CO,3,Acer,rubrum,red maple,Plantae,173422,483,Leaves,2018,9,28,271,2458390,-9999,2018,9,28,271,2458390,-9999
609,31644,38.045231,-81.113655,568,WV,3,Acer,rubrum,red maple,Plantae,173437,483,Leaves,2018,10,3,276,2458395,-9999,2018,10,23,296,2458415,15
610,31164,44.38039,-68.064758,48,ME,3,Acer,rubrum,red maple,Plantae,173514,483,Leaves,2018,9,19,262,2458381,-9999,2018,10,3,276,2458395,-9999
611,31164,44.38039,-68.064758,48,ME,3,Acer,rubrum,red maple,Plantae,173516,483,Leaves,2018,9,19,262,2458381,-9999,2018,10,3,276,2458395,-9999
612,31164,44.38039,-68.064758,48,ME,3,Acer,rubrum,red maple,Plantae,173522,483,Leaves,2018,9,19,262,2458381,-9999,2018,10,3,276,2458395,-9999
613,31518,37.224598,-80.42588,628,VA,3,Acer,rubrum,red maple,Plantae,173592,483,Leaves,2018,9,20,263,2458382,-9999,2018,10,1,274,2458393,-9999
614,31687,37.23222,-80.426102,625,VA,3,Acer,rubrum,red maple,Plantae,173684,483,Leaves,2018,9,20,263,2458382,-9999,2018,11,5,309,2458428,-9999
615,31687,37.23222,-80.426102,625,VA,3,Acer,rubrum,red maple,Plantae,173685,483,Leaves,2018,9,20,263,2458382,-9999,2018,11,5,309,2458428,-9999
616,31660,40.783974,-74.320992,86,NJ,3,Acer,rubrum,red maple,Plantae,173858,483,Leaves,2018,9,21,264,2458383,-9999,2018,10,25,298,2458417,36
617,31660,40.783974,-74.320992,86,NJ,3,Acer,rubrum,red maple,Plantae,173859,483,Leaves,2018,9,21,264,2458383,-9999,2018,10,25,298,2458417,36
618,31660,40.783974,-74.320992,86,NJ,3,Acer,rubrum,red maple,Plantae,173860,483,Leaves,2018,9,21,264,2458383,-9999,2018,11,30,334,2458453,-9999
619,31660,40.783974,-74.320992,86,NJ,3,Acer,rubrum,red maple,Plantae,173861,483,Leaves,2018,9,21,264,2458383,-9999,2018,10,25,298,2458417,36
620,31712,37.230415,-80.421928,636,VA,3,Acer,rubrum,red maple,Plantae,173907,483,Leaves,2018,9,21,264,2458383,-9999,2018,10,3,276,2458395,-9999
621,31712,37.230415,-80.421928,636,VA,3,Acer,rubrum,red maple,Plantae,173908,483,Leaves,2018,9,21,264,2458383,-9999,2018,10,3,276,2458395,-9999
622,31587,37.227047,-80.420494,624,VA,3,Acer,rubrum,red maple,Plantae,173984,483,Leaves,2018,9,20,263,2458382,-9999,2018,9,20,263,2458382,-9999
623,31759,44.985092,-93.183296,300,MN,3,Acer,rubrum,red maple,Plantae,174040,483,Leaves,2018,9,21,264,2458383,-9999,2018,10,17,290,2458409,-9999
624,31667,37.221394,-80.415436,633,VA,3,Acer,rubrum,red maple,Plantae,174043,483,Leaves,2018,9,21,264,2458383,-9999,2018,11,16,320,2458439,-9999
625,31563,37.228168,-80.423294,625,VA,3,Acer,rubrum,red maple,Plantae,174044,483,Leaves,2018,9,21,264,2458383,-9999,2018,9,25,268,2458387,-9999
626,31803,35.339024,-82.812042,1324,NC,3,Acer,rubrum,red maple,Plantae,174125,483,Leaves,2018,9,29,272,2458391,-9999,2018,9,29,272,2458391,-9999
627,31421,37.236977,-80.437134,621,VA,3,Acer,rubrum,red maple,Plantae,174178,483,Leaves,2018,9,25,268,2458387,-9999,2018,9,25,268,2458387,-9999
628,31882,38.216545,-85.757843,140,KY,3,Acer,rubrum,red maple,Plantae,174326,483,Leaves,2018,9,27,270,2458389,-9999,2018,9,27,270,2458389,-9999
629,31863,38.249004,-85.742226,139,KY,3,Acer,rubrum,red maple,Plantae,174328,483,Leaves,2018,10,16,289,2458408,-9999,2018,10,16,289,2458408,-9999
630,28398,35.273556,-82.705193,648,NC,3,Acer,rubrum,red maple,Plantae,174397,483,Leaves,2018,10,1,274,2458393,-9999,2018,11,17,321,2458440,31
631,31602,37.229721,-80.429527,629,VA,3,Acer,rubrum,red maple,Plantae,175124,483,Leaves,2018,10,4,277,2458396,-9999,2018,10,23,296,2458415,-9999
632,32214,41.67329,-87.786873,180,IL,3,Acer,rubrum,red maple,Plantae,176378,483,Leaves,2018,9,19,262,2458381,-9999,2018,10,16,289,2458408,-9999
633,32245,44.15078,-93.999077,305,MN,3,Acer,rubrum,red maple,Plantae,176542,483,Leaves,2018,10,29,302,2458421,-9999,2018,10,29,302,2458421,-9999
634,32258,44.476814,-73.184982,95,VT,3,Acer,rubrum,red maple,Plantae,176575,483,Leaves,2018,10,31,304,2458423,-9999,2018,10,31,304,2458423,-9999
635,32296,35.587627,-97.653519,362,OK,3,Acer,rubrum,red maple,Plantae,176703,483,Leaves,2018,11,4,308,2458427,-9999,2018,11,18,322,2458441,-9999
636,32304,36.150986,-80.299469,264,NC,3,Acer,rubrum,red maple,Plantae,176733,483,Leaves,2018,11,4,308,2458427,-9999,2018,11,4,308,2458427,-9999
637,28590,30.397776,-88.757156,4,MS,3,Acer,rubrum,red maple,Plantae,177056,483,Leaves,2018,12,7,341,2458460,28,2018,12,7,341,2458460,12
638,32356,36.901581,-76.200203,8,VA,3,Acer,rubrum,red maple,Plantae,177269,483,Leaves,2018,10,21,294,2458413,-9999,2018,11,17,321,2458440,21
639,30928,35.963905,-75.631966,2,NC,3,Acer,rubrum,red maple,Plantae,177518,483,Leaves,2018,12,15,349,2458468,-9999,2018,12,15,349,2458468,-9999
640,32373,36.906773,-76.208481,2,VA,3,Acer,rubrum,red maple,Plantae,177566,483,Leaves,2018,11,11,315,2458434,-9999,2018,12,2,336,2458455,20
641,32374,36.906773,-76.208481,2,VA,3,Acer,rubrum,red maple,Plantae,177570,483,Leaves,2018,11,11,315,2458434,-9999,2018,12,2,336,2458455,20
642,32375,36.906773,-76.208481,2,VA,3,Acer,rubrum,red maple,Plantae,177580,483,Leaves,2018,11,11,315,2458434,-9999,2018,11,11,315,2458434,21
643,32202,40.058689,-76.287155,100,PA,3,Acer,rubrum,red maple,Plantae,177797,483,Leaves,2018,11,6,310,2458429,-9999,2018,11,12,316,2458435,-9999
644,32392,36.901581,-76.200203,8,VA,3,Acer,rubrum,red maple,Plantae,177852,483,Leaves,2018,10,21,294,2458413,-9999,2018,12,8,342,2458461,-9999
645,32393,36.906773,-76.208481,2,VA,3,Acer,rubrum,red maple,Plantae,177862,483,Leaves,2018,10,21,294,2458413,-9999,2018,12,8,342,2458461,-9999
646,32409,37.22551,-80.426292,617,VA,3,Acer,rubrum,red maple,Plantae,178212,483,Leaves,2018,9,13,256,2458375,-9999,2018,11,8,312,2458431,-9999
647,32435,37.22451,-80.418449,637,VA,3,Acer,rubrum,red maple,Plantae,179037,483,Leaves,2018,10,25,298,2458417,-9999,2018,10,25,298,2458417,-9999
648,32439,37.229572,-80.41394,633,VA,3,Acer,rubrum,red maple,Plantae,179056,483,Leaves,2018,10,3,276,2458395,-9999,2018,11,26,330,2458449,-9999
649,32440,37.228382,-80.423416,627,VA,3,Acer,rubrum,red maple,Plantae,179058,483,Leaves,2018,9,16,259,2458378,-9999,2018,10,11,284,2458403,12
650,31493,41.99865,-87.657845,179,IL,3,Acer,rubrum,red maple,Plantae,179062,483,Leaves,2018,9,11,254,2458373,-9999,2018,11,27,331,2458450,-9999
651,27557,42.455467,-72.681145,266,MA,3,Acer,rubrum,red maple,Plantae,179296,483,Leaves,2018,9,13,256,2458375,-9999,2018,11,2,306,2458425,8
652,27557,42.455467,-72.681145,266,MA,3,Acer,rubrum,red maple,Plantae,179298,483,Leaves,2018,9,13,256,2458375,-9999,2018,11,2,306,2458425,8
653,28745,30.429382,-88.428902,1,MS,3,Acer,rubrum,red maple,Plantae,205236,483,Leaves,2018,3,16,75,2458194,24,2018,9,21,264,2458383,7
654,28745,30.429382,-88.428902,1,MS,3,Acer,rubrum,red maple,Plantae,205236,483,Leaves,2018,10,5,278,2458397,7,2018,10,5,278,2458397,14
655,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336404,483,Leaves,2018,5,7,127,2458246,7,2018,10,23,296,2458415,6
656,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336405,483,Leaves,2018,5,7,127,2458246,7,2018,10,8,281,2458400,7
657,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336407,483,Leaves,2018,5,7,127,2458246,7,2018,10,15,288,2458407,8
658,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336411,483,Leaves,2018,5,10,130,2458249,3,2018,10,8,281,2458400,7
659,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336412,483,Leaves,2018,5,7,127,2458246,7,2018,10,29,302,2458421,9
660,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336413,483,Leaves,2018,5,7,127,2458246,7,2018,10,15,288,2458407,8
661,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336415,483,Leaves,2018,5,7,127,2458246,7,2018,10,15,288,2458407,8
662,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336419,483,Leaves,2018,5,10,130,2458249,3,2018,10,8,281,2458400,7
663,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336423,483,Leaves,2018,5,7,127,2458246,7,2018,10,15,288,2458407,8
664,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336426,483,Leaves,2018,5,7,127,2458246,7,2018,10,29,302,2458421,9
665,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336431,483,Leaves,2018,5,7,127,2458246,7,2018,10,23,296,2458415,6
666,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336433,483,Leaves,2018,5,7,127,2458246,7,2018,10,15,288,2458407,8
667,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336434,483,Leaves,2018,5,7,127,2458246,7,2018,10,29,302,2458421,9
668,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336436,483,Leaves,2018,5,7,127,2458246,7,2018,10,15,288,2458407,8
669,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336438,483,Leaves,2018,5,7,127,2458246,7,2018,10,29,302,2458421,9
670,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336441,483,Leaves,2018,5,14,134,2458253,4,2018,10,23,296,2458415,6
671,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336442,483,Leaves,2018,5,7,127,2458246,7,2018,10,8,281,2458400,7
672,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336446,483,Leaves,2018,5,7,127,2458246,7,2018,10,23,296,2458415,6
673,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336451,483,Leaves,2018,5,7,127,2458246,7,2018,10,23,296,2458415,6
674,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336455,483,Leaves,2018,5,7,127,2458246,7,2018,10,8,281,2458400,7
675,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336456,483,Leaves,2018,5,7,127,2458246,7,2018,10,15,288,2458407,8
676,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336457,483,Leaves,2018,5,7,127,2458246,7,2018,10,23,296,2458415,6
677,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336461,483,Leaves,2018,5,7,127,2458246,7,2018,10,15,288,2458407,8
678,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336467,483,Leaves,2018,5,7,127,2458246,7,2018,10,15,288,2458407,8
679,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336468,483,Leaves,2018,5,7,127,2458246,7,2018,10,8,281,2458400,7
680,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336469,483,Leaves,2018,5,7,127,2458246,7,2018,10,8,281,2458400,7
681,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336470,483,Leaves,2018,5,7,127,2458246,7,2018,10,23,296,2458415,6
682,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336473,483,Leaves,2018,5,10,130,2458249,3,2018,10,23,296,2458415,6
683,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336474,483,Leaves,2018,5,7,127,2458246,7,2018,10,23,296,2458415,6
684,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336475,483,Leaves,2018,5,7,127,2458246,7,2018,10,23,296,2458415,6
685,55791,44.065113,-71.287376,262,NH,3,Acer,rubrum,red maple,Plantae,336476,483,Leaves,2018,6,4,155,2458274,-9999,2018,10,4,277,2458396,4
686,55791,44.065113,-71.287376,262,NH,3,Acer,rubrum,red maple,Plantae,336476,483,Leaves,2018,10,15,288,2458407,7,2018,10,15,288,2458407,-9999
687,55791,44.065113,-71.287376,262,NH,3,Acer,rubrum,red maple,Plantae,336479,483,Leaves,2018,6,4,155,2458274,-9999,2018,10,15,288,2458407,14
688,55791,44.065113,-71.287376,262,NH,3,Acer,rubrum,red maple,Plantae,336481,483,Leaves,2018,6,4,155,2458274,-9999,2018,10,29,302,2458421,9
689,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336625,483,Leaves,2018,5,10,130,2458249,3,2018,10,22,295,2458414,9
690,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336633,483,Leaves,2018,5,7,127,2458246,4,2018,5,30,150,2458269,5
691,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336634,483,Leaves,2018,5,7,127,2458246,4,2018,10,31,304,2458423,6
692,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336637,483,Leaves,2018,5,7,127,2458246,4,2018,10,22,295,2458414,9
693,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336638,483,Leaves,2018,5,7,127,2458246,4,2018,10,22,295,2458414,9
694,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336639,483,Leaves,2018,5,7,127,2458246,4,2018,10,31,304,2458423,6
695,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336642,483,Leaves,2018,5,7,127,2458246,4,2018,10,15,288,2458407,7
696,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336645,483,Leaves,2018,5,7,127,2458246,4,2018,10,22,295,2458414,9
697,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336646,483,Leaves,2018,5,7,127,2458246,4,2018,10,22,295,2458414,9
698,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336648,483,Leaves,2018,5,7,127,2458246,4,2018,10,31,304,2458423,6
699,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336649,483,Leaves,2018,5,7,127,2458246,4,2018,10,31,304,2458423,6
700,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336653,483,Leaves,2018,5,7,127,2458246,4,2018,10,31,304,2458423,6
701,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336656,483,Leaves,2018,5,7,127,2458246,4,2018,10,31,304,2458423,6
702,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336659,483,Leaves,2018,5,10,130,2458249,3,2018,10,31,304,2458423,6
703,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336664,483,Leaves,2018,5,3,123,2458242,3,2018,10,22,295,2458414,9
704,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336666,483,Leaves,2018,5,3,123,2458242,3,2018,10,31,304,2458423,6
705,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336673,483,Leaves,2018,5,7,127,2458246,4,2018,10,22,295,2458414,9
706,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336677,483,Leaves,2018,5,3,123,2458242,3,2018,10,15,288,2458407,7
707,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336679,483,Leaves,2018,5,7,127,2458246,4,2018,10,22,295,2458414,9
708,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336683,483,Leaves,2018,5,7,127,2458246,4,2018,10,31,304,2458423,6
709,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336687,483,Leaves,2018,5,7,127,2458246,4,2018,10,31,304,2458423,6
710,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336688,483,Leaves,2018,5,7,127,2458246,4,2018,10,22,295,2458414,9
711,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336690,483,Leaves,2018,5,7,127,2458246,4,2018,10,31,304,2458423,6
712,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336696,483,Leaves,2018,5,7,127,2458246,4,2018,10,22,295,2458414,9
713,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336701,483,Leaves,2018,5,7,127,2458246,4,2018,10,31,304,2458423,6
714,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336704,483,Leaves,2018,5,10,130,2458249,3,2018,10,31,304,2458423,6
715,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336706,483,Leaves,2018,5,7,127,2458246,4,2018,10,22,295,2458414,9
716,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336708,483,Leaves,2018,5,7,127,2458246,4,2018,10,31,304,2458423,6
717,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336710,483,Leaves,2018,5,3,123,2458242,3,2018,10,31,304,2458423,6
718,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336720,483,Leaves,2018,8,13,225,2458344,-9999,2018,10,31,304,2458423,6
719,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336731,483,Leaves,2018,5,7,127,2458246,4,2018,10,22,295,2458414,9
720,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339213,483,Leaves,2018,5,7,127,2458246,7,2018,10,15,288,2458407,-9999
721,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339218,483,Leaves,2018,5,18,138,2458257,2,2018,10,22,295,2458414,-9999
722,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339224,483,Leaves,2018,5,14,134,2458253,3,2018,10,15,288,2458407,-9999
723,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339230,483,Leaves,2018,5,14,134,2458253,3,2018,10,15,288,2458407,-9999
724,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339233,483,Leaves,2018,5,9,129,2458248,2,2018,10,15,288,2458407,-9999
725,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339234,483,Leaves,2018,5,11,131,2458250,2,2018,10,15,288,2458407,-9999
726,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339239,483,Leaves,2018,5,16,136,2458255,2,2018,10,9,282,2458401,6
727,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339240,483,Leaves,2018,5,11,131,2458250,2,2018,10,15,288,2458407,-9999
728,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339244,483,Leaves,2018,5,11,131,2458250,2,2018,10,9,282,2458401,6
729,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339245,483,Leaves,2018,5,9,129,2458248,2,2018,10,15,288,2458407,-9999
730,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339249,483,Leaves,2018,5,11,131,2458250,2,2018,10,9,282,2458401,6
731,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339252,483,Leaves,2018,5,9,129,2458248,2,2018,10,15,288,2458407,-9999
732,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339253,483,Leaves,2018,5,11,131,2458250,2,2018,10,15,288,2458407,-9999
733,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339254,483,Leaves,2018,5,7,127,2458246,7,2018,10,15,288,2458407,-9999
734,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339255,483,Leaves,2018,5,11,131,2458250,2,2018,10,15,288,2458407,-9999
735,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339256,483,Leaves,2018,5,11,131,2458250,2,2018,10,15,288,2458407,-9999
736,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339262,483,Leaves,2018,5,18,138,2458257,2,2018,10,15,288,2458407,-9999
737,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339264,483,Leaves,2018,5,16,136,2458255,5,2018,10,9,282,2458401,6
738,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339265,483,Leaves,2018,5,14,134,2458253,3,2018,10,15,288,2458407,-9999
739,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339273,483,Leaves,2018,5,16,136,2458255,2,2018,10,15,288,2458407,-9999
740,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339274,483,Leaves,2018,5,14,134,2458253,3,2018,10,15,288,2458407,-9999
741,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339275,483,Leaves,2018,5,11,131,2458250,2,2018,10,15,288,2458407,-9999
742,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339276,483,Leaves,2018,5,14,134,2458253,3,2018,10,9,282,2458401,6
743,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339277,483,Leaves,2018,5,14,134,2458253,3,2018,10,9,282,2458401,6
744,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339278,483,Leaves,2018,5,11,131,2458250,2,2018,10,15,288,2458407,-9999
745,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339283,483,Leaves,2018,5,14,134,2458253,3,2018,10,15,288,2458407,-9999
746,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339284,483,Leaves,2018,5,9,129,2458248,2,2018,10,15,288,2458407,-9999
747,55812,45.491611,-89.594391,472,WI,3,Acer,rubrum,red maple,Plantae,339288,483,Leaves,2018,5,14,134,2458253,3,2018,10,15,288,2458407,-9999
